# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Mar 16 04:36:32 2025
#
# COLUMN kepid:          KepID
# COLUMN koi_name:       KOI Name
# COLUMN kepler_name:    Kepler Name
# COLUMN pl_name:        Confirmed Name
#
rowid,kepid,koi_name,kepler_name,pl_name
738,10788461,K03925.02,Kepler-1530 b,Kepler-1530 b
739,10788461,K03925.03,Kepler-1530 c,Kepler-1530 c
740,10788461,K03925.01,Kepler-1530 d,Kepler-1530 d
741,4242692,K03928.01,Kepler-1531 b,Kepler-1531 b
742,5895158,K03935.01,Kepler-1532 b,Kepler-1532 b
743,8636434,K03946.01,Kepler-1533 b,Kepler-1533 b
744,8030339,K03954.02,Kepler-1534 b,Kepler-1534 b
745,3732035,K03966.01,Kepler-1535 b,Kepler-1535 b
746,9280239,K03975.01,Kepler-1536 b,Kepler-1536 b
747,8036287,K03984.01,Kepler-1537 b,Kepler-1537 b
748,8934103,K04009.01,Kepler-1538 b,Kepler-1538 b
749,8282846,K04015.01,Kepler-1539 b,Kepler-1539 b
750,11709124,K00435.03,Kepler-154 b,Kepler-154 b
751,11709124,K00435.05,Kepler-154 c,Kepler-154 c
752,11709124,K00435.01,Kepler-154 d,Kepler-154 d
753,11709124,K00435.04,Kepler-154 e,Kepler-154 e
754,11709124,K00435.06,Kepler-154 f,Kepler-154 f
755,5938970,K04016.01,Kepler-1540 b,Kepler-1540 b
756,10714072,K04024.01,Kepler-1541 b,Kepler-1541 b
757,7100673,K04032.01,Kepler-1542 b,Kepler-1542 b
758,7100673,K04032.02,Kepler-1542 c,Kepler-1542 c
759,7100673,K04032.03,Kepler-1542 d,Kepler-1542 d
760,7100673,K04032.04,Kepler-1542 e,Kepler-1542 e
761,10089911,K04034.01,Kepler-1543 b,Kepler-1543 b
762,11415243,K04036.01,Kepler-1544 b,Kepler-1544 b
763,10360722,K04051.01,Kepler-1545 b,Kepler-1545 b
764,6226908,K04068.01,Kepler-1546 b,Kepler-1546 b
765,6755944,K04072.01,Kepler-1547 b,Kepler-1547 b
766,9455677,K04076.01,Kepler-1548 b,Kepler-1548 b
767,3937814,K04084.01,Kepler-1549 b,Kepler-1549 b
768,12302530,K00438.01,Kepler-155 b,Kepler-155 b
769,12302530,K00438.02,Kepler-155 c,Kepler-155 c
770,3103227,K04091.01,Kepler-1550 b,Kepler-1550 b
771,4850961,K04092.01,Kepler-1551 b,Kepler-1551 b
772,3747817,K04103.01,Kepler-1552 b,Kepler-1552 b
773,3955817,K04117.01,Kepler-1553 b,Kepler-1553 b
774,6349881,K04121.01,Kepler-1554 b,Kepler-1554 b
775,9272070,K04126.01,Kepler-1555 b,Kepler-1555 b
776,5088400,K04127.01,Kepler-1556 b,Kepler-1556 b
777,9956082,K04139.01,Kepler-1557 b,Kepler-1557 b
778,10000941,K04146.01,Kepler-1558 b,Kepler-1558 b
779,6607644,K04159.01,Kepler-1559 b,Kepler-1559 b
780,2438264,K00440.02,Kepler-156 b,Kepler-156 b
781,2438264,K00440.01,Kepler-156 c,Kepler-156 c
782,7610663,K04160.01,Kepler-1560 b,Kepler-1560 b
783,7838675,K04169.01,Kepler-1561 b,Kepler-1561 b
784,9897364,K04189.01,Kepler-1562 b,Kepler-1562 b
785,12505503,K04190.01,Kepler-1563 b,Kepler-1563 b
786,9828127,K04192.01,Kepler-1564 b,Kepler-1564 b
787,5644412,K04194.01,Kepler-1565 b,Kepler-1565 b
788,5340878,K04199.01,Kepler-1566 b,Kepler-1566 b
789,5084171,K04202.01,Kepler-1567 b,Kepler-1567 b
790,10593535,K04204.01,Kepler-1568 b,Kepler-1568 b
791,1724719,K04212.01,Kepler-1569 b,Kepler-1569 b
792,3745690,K00442.02,Kepler-157 b,Kepler-157 b
793,3745690,K00442.01,Kepler-157 c,Kepler-157 c
794,3745690,K00442.03,Kepler-157 d,Kepler-157 d
795,9366617,K04215.01,Kepler-1570 b,Kepler-1570 b
796,9183378,K04222.01,Kepler-1571 b,Kepler-1571 b
797,9872831,K04230.01,Kepler-1572 b,Kepler-1572 b
798,11509504,K04232.01,Kepler-1573 b,Kepler-1573 b
799,11611275,K04234.01,Kepler-1574 b,Kepler-1574 b
800,9285568,K04241.01,Kepler-1575 b,Kepler-1575 b
801,5177859,K04246.01,Kepler-1576 b,Kepler-1576 b
802,10407482,K04255.01,Kepler-1577 b,Kepler-1577 b
803,10526887,K04261.01,Kepler-1578 b,Kepler-1578 b
804,7826620,K04268.01,Kepler-1579 b,Kepler-1579 b
805,4633570,K00446.01,Kepler-158 b,Kepler-158 b
806,4633570,K00446.02,Kepler-158 c,Kepler-158 c
807,4633570,,Kepler-158 d,Kepler-158 d
808,6026924,K04276.01,Kepler-1580 b,Kepler-1580 b
809,4548011,K04288.01,Kepler-1581 b,Kepler-1581 b
810,5868793,K04290.01,Kepler-1582 b,Kepler-1582 b
811,10063208,K04292.01,Kepler-1583 b,Kepler-1583 b
812,7596240,K04295.01,Kepler-1584 b,Kepler-1584 b
813,8507475,K04300.01,Kepler-1585 b,Kepler-1585 b
814,8773015,K04301.01,Kepler-1586 b,Kepler-1586 b
815,11612280,K04304.01,Kepler-1587 b,Kepler-1587 b
816,10722485,K04312.01,Kepler-1588 b,Kepler-1588 b
817,5371777,K04327.01,Kepler-1589 b,Kepler-1589 b
818,5640085,K00448.01,Kepler-159 b,Kepler-159 b
819,5640085,K00448.02,Kepler-159 c,Kepler-159 c
820,10730070,K04335.01,Kepler-1590 b,Kepler-1590 b
821,8573193,K04337.01,Kepler-1591 b,Kepler-1591 b
822,3244792,K04347.01,Kepler-1592 b,Kepler-1592 b
823,8459663,K04356.01,Kepler-1593 b,Kepler-1593 b
824,10669994,K04360.01,Kepler-1594 b,Kepler-1594 b
825,7427764,K04364.01,Kepler-1595 b,Kepler-1595 b
826,11444514,K04371.01,Kepler-1596 b,Kepler-1596 b
827,6937529,K04382.01,Kepler-1597 b,Kepler-1597 b
828,9883606,K04383.01,Kepler-1598 b,Kepler-1598 b
829,5860968,K04384.01,Kepler-1599 b,Kepler-1599 b
830,12644769,K01611.02,Kepler-16 b,Kepler-16 b
831,7269974,K00456.02,Kepler-160 b,Kepler-160 b
832,7269974,K00456.01,Kepler-160 c,Kepler-160 c
833,7269974,,Kepler-160 d,Kepler-160 d
834,3645438,K04385.02,Kepler-1600 b,Kepler-1600 b
835,3645438,K04385.01,Kepler-1600 c,Kepler-1600 c
836,2831055,K04400.01,Kepler-1601 b,Kepler-1601 b
837,5281113,K04411.01,Kepler-1602 b,Kepler-1602 b
838,7046035,K04424.01,Kepler-1603 b,Kepler-1603 b
839,8416523,K04441.01,Kepler-1604 b,Kepler-1604 b
840,10329196,K04446.01,Kepler-1605 b,Kepler-1605 b
841,7429240,K04450.01,Kepler-1606 b,Kepler-1606 b
842,7133294,K04473.01,Kepler-1607 b,Kepler-1607 b
843,4381429,K04474.01,Kepler-1608 b,Kepler-1608 b
844,4556468,K04491.01,Kepler-1609 b,Kepler-1609 b
845,7440748,K00457.01,Kepler-161 b,Kepler-161 b
846,7440748,K00457.02,Kepler-161 c,Kepler-161 c
847,9100953,K04500.01,Kepler-1610 b,Kepler-1610 b
848,9100953,K04500.02,Kepler-1610 c,Kepler-1610 c
849,11671579,K04510.01,Kepler-1611 b,Kepler-1611 b
850,9216775,K04513.01,Kepler-1612 b,Kepler-1612 b
851,7747457,K04561.01,Kepler-1613 b,Kepler-1613 b
852,11650401,K04566.01,Kepler-1614 b,Kepler-1614 b
853,6761777,K04571.01,Kepler-1615 b,Kepler-1615 b
854,9009036,K04585.01,Kepler-1616 b,Kepler-1616 b
855,9701962,K04617.01,Kepler-1617 b,Kepler-1617 b
856,9412623,K04640.01,Kepler-1618 b,Kepler-1618 b
857,8417078,K04693.01,Kepler-1619 b,Kepler-1619 b
858,7977197,K00459.02,Kepler-162 b,Kepler-162 b
859,7977197,K00459.01,Kepler-162 c,Kepler-162 c
860,10026502,K04706.01,Kepler-1620 b,Kepler-1620 b
861,8047428,K04747.01,Kepler-1621 b,Kepler-1621 b
862,10615440,K04765.01,Kepler-1622 b,Kepler-1622 b
863,4473613,K04803.01,Kepler-1623 b,Kepler-1623 b
864,1873513,K04928.01,Kepler-1624 b,Kepler-1624 b
865,4760478,K05084.01,Kepler-1625 b,Kepler-1625 b
866,5551240,K05178.01,Kepler-1626 b,Kepler-1626 b
867,6184894,K05245.01,Kepler-1627 b,Kepler-1627 b
868,7731281,K05416.01,Kepler-1628 b,Kepler-1628 b
869,7935997,K05447.02,Kepler-1629 b,Kepler-1629 b
870,10019643,K00471.02,Kepler-163 b,Kepler-163 b
871,10019643,K00471.01,Kepler-163 c,Kepler-163 c
872,7978202,K05454.01,Kepler-1630 b,Kepler-1630 b
873,8037038,K05466.01,Kepler-1631 b,Kepler-1631 b
874,8105398,K05475.01,Kepler-1632 b,Kepler-1632 b
875,8745553,K05568.01,Kepler-1633 b,Kepler-1633 b
876,8891684,K05581.01,Kepler-1634 b,Kepler-1634 b
877,9141355,K05622.01,Kepler-1635 b,Kepler-1635 b
878,9715631,K05706.01,Kepler-1636 b,Kepler-1636 b
879,10777591,K05827.01,Kepler-1637 b,Kepler-1637 b
880,11037818,K05856.01,Kepler-1638 b,Kepler-1638 b
881,11176166,K05875.01,Kepler-1639 b,Kepler-1639 b
882,10460984,K00474.04,Kepler-164 b,Kepler-164 b
883,10460984,K00474.01,Kepler-164 c,Kepler-164 c
884,10460984,K00474.02,Kepler-164 d,Kepler-164 d
885,10460984,K00474.03,Kepler-164 e,Kepler-164 e
886,5629353,K06132.02,Kepler-1640 b,Kepler-1640 b
887,6221385,K06145.01,Kepler-1641 b,Kepler-1641 b
888,6221385,K06145.02,Kepler-1641 c,Kepler-1641 c
889,7908367,K06166.01,Kepler-1642 b,Kepler-1642 b
890,7908367,K06166.02,Kepler-1642 c,Kepler-1642 c
891,8653134,K06186.01,Kepler-1643 b,Kepler-1643 b
892,10717220,K06228.01,Kepler-1644 b,Kepler-1644 b
893,10989274,K06233.01,Kepler-1645 b,Kepler-1645 b
894,7350067,K06863.01,Kepler-1646 b,Kepler-1646 b
895,5473556,,Kepler-1647 b,Kepler-1647 b
896,7917485,,Kepler-1648 b,KIC 7917485 b
897,6444896,K03138.01,Kepler-1649 b,Kepler-1649 b
898,6444896,K03138.02,Kepler-1649 c,Kepler-1649 c
899,10577994,K00475.01,Kepler-165 b,Kepler-165 b
900,10577994,K00475.02,Kepler-165 c,Kepler-165 c
901,7304449,K01702.01,Kepler-1650 b,Kepler-1650 b
902,10905746,K01725.01,Kepler-1651 b,Kepler-1651 b
903,11768142,K02626.01,Kepler-1652 b,Kepler-1652 b
904,5977470,K04550.01,Kepler-1653 b,Kepler-1653 b
905,8410697,,Kepler-1654 b,Kepler-1654 b
906,4141376,K00280.01,Kepler-1655 b,Kepler-1655 b
907,4815520,K00367.01,Kepler-1656 b,Kepler-1656 b
908,4815520,,Kepler-1656 c,Kepler-1656 c
909,9025971,K03680.01,Kepler-1657 b,KOI-3680 b
910,3861595,K00004.01,Kepler-1658 b,Kepler-1658 b
911,5474613,K01599.02,Kepler-1659 b,KOI-1599.02
912,5474613,K01599.01,Kepler-1659 c,KOI-1599.01
913,11192998,K00481.01,Kepler-166 b,Kepler-166 b
914,11192998,K00481.03,Kepler-166 c,Kepler-166 c
915,11192998,K00481.02,Kepler-166 d,Kepler-166 d
916,5095269,,Kepler-1660 AB b,Kepler-1660 AB b
917,6504534,,Kepler-1661 b,Kepler-1661 b
918,10005758,K01783.01,Kepler-1662 b,KOI-1783.01
919,10005758,K01783.02,Kepler-1662 c,KOI-1783.02
920,11187837,K00252.01,Kepler-1663 b,Kepler-1663 b
921,11394027,K00349.01,Kepler-1664 b,Kepler-1664 b
922,5786676,K00650.01,Kepler-1665 b,Kepler-1665 b
923,9605514,K00945.01,Kepler-1666 b,Kepler-1666 b
924,9605514,K00945.02,Kepler-1666 c,Kepler-1666 c
925,10713616,K01311.01,Kepler-1667 b,Kepler-1667 b
926,9480310,K01470.01,Kepler-1668 b,Kepler-1668 b
927,4770365,K01475.02,Kepler-1669 b,Kepler-1669 b
928,4770365,K01475.01,Kepler-1669 c,Kepler-1669 c
929,4770365,K01475.03,Kepler-1669 d,Kepler-1669 d
930,3239945,K00490.01,Kepler-167 b,Kepler-167 b
931,3239945,K00490.03,Kepler-167 c,Kepler-167 c
932,3239945,K00490.04,Kepler-167 d,Kepler-167 d
933,3239945,K00490.02,Kepler-167 e,Kepler-167 e
934,7522911,K01705.01,Kepler-1670 b,Kepler-1670 b
935,4365645,K01738.01,Kepler-1671 b,Kepler-1671 b
936,5124667,K01822.01,Kepler-1672 b,Kepler-1672 b
937,11126381,K01863.01,Kepler-1673 b,Kepler-1673 b
938,9030537,K01892.01,Kepler-1674 b,Kepler-1674 b
939,5770074,K01928.01,Kepler-1675 b,Kepler-1675 b
940,7810483,K01943.01,Kepler-1676 b,Kepler-1676 b
941,10094670,K01984.01,Kepler-1677 b,Kepler-1677 b
942,3239671,K02066.01,Kepler-1678 b,Kepler-1678 b
943,12017109,K02106.01,Kepler-1679 b,Kepler-1679 b
944,4757437,K00497.02,Kepler-168 b,Kepler-168 b
945,4757437,K00497.01,Kepler-168 c,Kepler-168 c
946,4857213,K02120.01,Kepler-1680 b,Kepler-1680 b
947,9661979,K02132.01,Kepler-1681 b,Kepler-1681 b
948,4473226,K02229.01,Kepler-1682 b,Kepler-1682 b
949,8321314,K02293.01,Kepler-1683 b,Kepler-1683 b
950,9654468,K02417.01,Kepler-1684 b,Kepler-1684 b
951,8110767,K02504.01,Kepler-1685 b,Kepler-1685 b
952,6605493,K02559.01,Kepler-1686 b,Kepler-1686 b
953,12156347,K02588.01,Kepler-1687 b,Kepler-1687 b
954,5953297,K02733.01,Kepler-1688 b,Kepler-1688 b
955,3545135,K02755.01,Kepler-1689 b,Kepler-1689 b
956,5689351,K00505.03,Kepler-169 b,Kepler-169 b
957,5689351,K00505.02,Kepler-169 c,Kepler-169 c
958,5689351,K00505.04,Kepler-169 d,Kepler-169 d
959,5689351,K00505.01,Kepler-169 e,Kepler-169 e
960,5689351,K00505.05,Kepler-169 f,Kepler-169 f
961,6432345,K02757.01,Kepler-1690 b,Kepler-1690 b
962,5775129,K02802.01,Kepler-1691 b,Kepler-1691 b
963,10064256,K02849.01,Kepler-1692 b,Kepler-1692 b
964,10793172,K02871.01,Kepler-1693 b,Kepler-1693 b
965,10793172,K02871.02,Kepler-1693 c,Kepler-1693 c
966,5106313,K02878.01,Kepler-1694 b,Kepler-1694 b
967,9714550,K03048.01,Kepler-1695 b,Kepler-1695 b
968,6619815,K03361.01,Kepler-1696 b,Kepler-1696 b
969,7742408,K03478.01,Kepler-1697 b,Kepler-1697 b
970,4164922,K03864.01,Kepler-1698 b,Kepler-1698 b
971,11244682,K03933.01,Kepler-1699 b,Kepler-1699 b
972,10619192,K00203.01,Kepler-17 b,Kepler-17 b
973,6266741,K00508.01,Kepler-170 b,Kepler-170 b
974,6266741,K00508.02,Kepler-170 c,Kepler-170 c
975,9009953,K04014.01,Kepler-1700 b,Kepler-1700 b
976,6428794,K04054.01,Kepler-1701 b,Kepler-1701 b
977,8480582,K04386.01,Kepler-1702 b,Kepler-1702 b
978,6368175,K03503.01,Kepler-1703 b,KOI-3503 b
979,6368175,K03503.02,Kepler-1703 c,KOI-3503 c
980,12356617,K00375.01,Kepler-1704 b,Kepler-1704 b
981,8397947,K04772.02,Kepler-1705 b,Kepler-1705 b
982,8397947,,Kepler-1705 c,Kepler-1705 c
983,10068024,,Kepler-1706 b,KIC 10068024 b
984,5479689,,Kepler-1707 b,KIC 5479689 b
985,7906827,,Kepler-1708 b,Kepler-1708 b
986,7941200,K00092.01,Kepler-1709 b,Kepler-1709 b
987,6381846,K00509.01,Kepler-171 b,Kepler-171 b
988,6381846,K00509.02,Kepler-171 c,Kepler-171 c
989,6381846,K00509.03,Kepler-171 d,Kepler-171 d
990,2444412,K00103.01,Kepler-1710 b,Kepler-1710 b
991,6803202,K00177.01,Kepler-1711 b,Kepler-1711 b
992,11852982,K00247.01,Kepler-1712 b,Kepler-1712 b
993,7670943,K00269.01,Kepler-1713 b,Kepler-1713 b
994,9592705,K00288.01,Kepler-1714 b,Kepler-1714 b
995,6291837,K00308.01,Kepler-1715 b,Kepler-1715 b
996,7700622,K00315.01,Kepler-1716 b,Kepler-1716 b
997,11566064,K00353.02,Kepler-1717 b,Kepler-1717 b
998,7364176,K00373.01,Kepler-1718 b,Kepler-1718 b
999,3831053,K00388.01,Kepler-1719 b,Kepler-1719 b
1000,6422155,K00510.01,Kepler-172 b,Kepler-172 b
1001,6422155,K00510.02,Kepler-172 c,Kepler-172 c
1002,6422155,K00510.03,Kepler-172 d,Kepler-172 d
1003,6422155,K00510.04,Kepler-172 e,Kepler-172 e
1004,10155434,K00473.01,Kepler-1720 b,Kepler-1720 b
1005,8934495,K00524.01,Kepler-1721 b,Kepler-1721 b
1006,5978361,K00558.01,Kepler-1722 b,Kepler-1722 b
1007,9957627,K00592.01,Kepler-1723 b,Kepler-1723 b
1008,10676824,K00599.01,Kepler-1724 b,Kepler-1724 b
1009,5020319,K00635.01,Kepler-1725 b,Kepler-1725 b
1010,9266431,K00704.01,Kepler-1726 b,Kepler-1726 b
1011,3641726,K00804.01,Kepler-1727 b,Kepler-1727 b
1012,3940418,K00810.01,Kepler-1728 b,Kepler-1728 b
1013,7135852,K00875.01,Kepler-1729 b,Kepler-1729 b
1014,6451936,K00511.02,Kepler-173 b,Kepler-173 b
1015,6451936,K00511.01,Kepler-173 c,Kepler-173 c
1016,7938496,K00900.01,Kepler-1730 b,Kepler-1730 b
1017,1026957,K00958.01,Kepler-1731 b,Kepler-1731 b
1018,2164169,K01029.01,Kepler-1732 b,Kepler-1732 b
1019,2574338,K01030.01,Kepler-1733 b,Kepler-1733 b
1020,6131236,K01051.01,Kepler-1734 b,Kepler-1734 b
1021,10118816,K01085.01,Kepler-1735 b,Kepler-1735 b
1022,3109930,K01112.01,Kepler-1736 b,Kepler-1736 b
1023,10354039,K01159.01,Kepler-1737 b,Kepler-1737 b
1024,10351231,K01166.01,Kepler-1738 b,Kepler-1738 b
1025,10482160,K01170.01,Kepler-1739 b,Kepler-1739 b
1026,8017703,K00518.01,Kepler-174 b,Kepler-174 b
1027,8017703,K00518.02,Kepler-174 c,Kepler-174 c
1028,8017703,K00518.03,Kepler-174 d,Kepler-174 d
1029,3859628,K01191.01,Kepler-1740 b,Kepler-1740 b
1030,4061149,K01201.01,Kepler-1741 b,Kepler-1741 b
1031,8742590,K01281.01,Kepler-1742 b,Kepler-1742 b
1032,10794087,K01316.01,Kepler-1743 b,Kepler-1743 b
1033,6946199,K01359.01,Kepler-1744 b,Kepler-1744 b
1034,7287415,K01369.01,Kepler-1745 b,Kepler-1745 b
1035,6766634,K01375.01,Kepler-1746 b,Kepler-1746 b
1036,8935810,K01395.01,Kepler-1747 b,Kepler-1747 b
1037,9269281,K01398.01,Kepler-1748 b,Kepler-1748 b
1038,9150827,K01408.01,Kepler-1749 b,Kepler-1749 b
1039,8022244,K00519.01,Kepler-175 b,Kepler-175 b
1040,8022244,K00519.02,Kepler-175 c,Kepler-175 c
1041,11030711,K01429.01,Kepler-1750 b,Kepler-1750 b
1042,11599038,K01437.01,Kepler-1751 b,Kepler-1751 b
1043,12406749,K01476.01,Kepler-1752 b,Kepler-1752 b
1044,9823487,K01489.01,Kepler-1753 b,Kepler-1753 b
1045,11821363,K01494.01,Kepler-1754 b,Kepler-1754 b
1046,5031857,K01573.01,Kepler-1755 b,Kepler-1755 b
1047,5542466,K01590.02,Kepler-1756 b,Kepler-1756 b
1048,10028140,K01591.01,Kepler-1757 b,Kepler-1757 b
1049,4860678,K01602.01,Kepler-1758 b,Kepler-1758 b
1050,11046025,K01646.01,Kepler-1759 b,Kepler-1759 b
1051,8037145,K00520.02,Kepler-176 b,Kepler-176 b
1052,8037145,K00520.01,Kepler-176 c,Kepler-176 c
1053,8037145,K00520.03,Kepler-176 d,Kepler-176 d
1054,8037145,K00520.04,Kepler-176 e,Kepler-176 e
1055,11177543,K01648.01,Kepler-1760 b,Kepler-1760 b
1056,11337141,K01649.01,Kepler-1761 b,Kepler-1761 b
1057,4650733,K01659.01,Kepler-1762 b,Kepler-1762 b
1058,5195172,K01671.01,Kepler-1763 b,Kepler-1763 b
1059,6049190,K01685.01,Kepler-1764 b,Kepler-1764 b
1060,7386827,K01704.01,Kepler-1765 b,Kepler-1765 b
1061,9836959,K01715.01,Kepler-1766 b,Kepler-1766 b
1062,10015937,K01720.01,Kepler-1767 b,Kepler-1767 b
1063,8651389,K01754.01,Kepler-1768 b,Kepler-1768 b
1064,7761918,K01808.01,Kepler-1769 b,Kepler-1769 b
1065,8806123,K00523.02,Kepler-177 b,Kepler-177 b
1066,8806123,K00523.01,Kepler-177 c,Kepler-177 c
1067,7779077,K01842.01,Kepler-1770 b,Kepler-1770 b
1068,11297236,K01857.01,Kepler-1771 b,Kepler-1771 b
1069,4149450,K01864.01,Kepler-1772 b,Kepler-1772 b
1070,3098810,K01878.01,Kepler-1773 b,Kepler-1773 b
1071,5695524,K01897.01,Kepler-1774 b,Kepler-1774 b
1072,3629967,K01901.01,Kepler-1775 b,Kepler-1775 b
1073,10074466,K01917.01,Kepler-1776 b,Kepler-1776 b
1074,2438513,K01944.01,Kepler-1777 b,Kepler-1777 b
1075,7948784,K01968.01,Kepler-1778 b,Kepler-1778 b
1076,9244756,K01969.01,Kepler-1779 b,Kepler-1779 b
1077,9941859,K00528.01,Kepler-178 b,Kepler-178 b
1078,9941859,K00528.03,Kepler-178 c,Kepler-178 c
1079,9941859,K00528.02,Kepler-178 d,Kepler-178 d
1080,7289577,K01974.01,Kepler-1780 b,Kepler-1780 b
1081,6862721,K01982.01,Kepler-1781 b,Kepler-1781 b
1082,8142942,K01985.01,Kepler-1782 b,Kepler-1782 b
1083,6061773,K02001.01,Kepler-1783 b,Kepler-1783 b
1084,8578780,K02023.01,Kepler-1784 b,Kepler-1784 b
1085,10480915,K02040.01,Kepler-1785 b,Kepler-1785 b
1086,3448130,K02043.01,Kepler-1786 b,Kepler-1786 b
1087,10134152,K02056.01,Kepler-1787 b,Kepler-1787 b
1088,9279354,K02060.01,Kepler-1788 b,Kepler-1788 b
1089,6342333,K02065.01,Kepler-1789 b,Kepler-1789 b
1090,10554999,K00534.02,Kepler-179 b,Kepler-179 b
1091,10554999,K00534.01,Kepler-179 c,Kepler-179 c
1092,9472000,K02082.01,Kepler-1790 b,Kepler-1790 b
1093,7097965,K02083.01,Kepler-1791 b,Kepler-1791 b
1094,3967326,K02084.01,Kepler-1792 b,Kepler-1792 b
1095,5705819,K02091.01,Kepler-1793 b,Kepler-1793 b
1096,9307509,K02096.01,Kepler-1794 b,Kepler-1794 b
1097,4140813,K02117.01,Kepler-1795 b,Kepler-1795 b
1098,8591693,K02123.01,Kepler-1796 b,Kepler-1796 b
1099,9405595,K02125.01,Kepler-1797 b,Kepler-1797 b
1100,2161536,K02130.01,Kepler-1798 b,Kepler-1798 b
1101,12505076,K02154.01,Kepler-1799 b,Kepler-1799 b
1102,8644288,K00137.03,Kepler-18 b,Kepler-18 b
1103,8644288,K00137.01,Kepler-18 c,Kepler-18 c
1104,8644288,K00137.02,Kepler-18 d,Kepler-18 d
1105,11669239,K00542.02,Kepler-180 b,Kepler-180 b
1106,11669239,K00542.01,Kepler-180 c,Kepler-180 c
1107,5211199,K02158.01,Kepler-1800 b,Kepler-1800 b
1108,4173026,K02172.01,Kepler-1801 b,Kepler-1801 b
1109,4173026,K02172.02,Kepler-1801 c,Kepler-1801 c
1110,8261920,K02174.03,Kepler-1802 b,Kepler-1802 b
1111,8261920,K02174.02,Kepler-1802 c,Kepler-1802 c
1112,8591173,K02181.01,Kepler-1804 b,Kepler-1804 b
1113,5601258,K02191.01,Kepler-1805 b,Kepler-1805 b
1114,11705004,K02199.01,Kepler-1806 b,Kepler-1806 b
1115,8494542,K02204.01,Kepler-1807 b,Kepler-1807 b
1116,4248120,K02216.01,Kepler-1808 b,Kepler-1808 b
1117,5357545,K02219.01,Kepler-1809 b,Kepler-1809 b
1118,11823054,K00543.02,Kepler-181 b,Kepler-181 b
1119,11823054,K00543.01,Kepler-181 c,Kepler-181 c
1120,2854181,K02232.01,Kepler-1810 b,Kepler-1810 b
1121,5005121,K02237.01,Kepler-1811 b,Kepler-1811 b
1122,5125347,K02241.01,Kepler-1812 b,Kepler-1812 b
1123,11030475,K02248.01,Kepler-1813 b,Kepler-1813 b
1124,5942808,K02250.01,Kepler-1814 b,Kepler-1814 b
1125,5942808,K02250.02,Kepler-1814 c,Kepler-1814 c
1126,8126558,K02259.01,Kepler-1815 b,Kepler-1815 b
1127,12121570,K02290.01,Kepler-1816 b,Kepler-1816 b
1128,8410415,K02291.01,Kepler-1817 b,Kepler-1817 b
1129,5342473,K02297.01,Kepler-1818 b,Kepler-1818 b
1130,9963265,K02299.01,Kepler-1819 b,Kepler-1819 b
1131,12058931,K00546.02,Kepler-182 b,Kepler-182 b
1132,12058931,K00546.01,Kepler-182 c,Kepler-182 c
1133,10874215,K02305.01,Kepler-1820 b,Kepler-1820 b
1134,11718144,K02310.01,Kepler-1821 b,Kepler-1821 b
1135,6062929,K02315.01,Kepler-1822 b,Kepler-1822 b
1136,9003401,K02319.01,Kepler-1823 b,Kepler-1823 b
1137,5978559,K02321.01,Kepler-1824 b,Kepler-1824 b
1138,7120108,K02325.01,Kepler-1825 b,Kepler-1825 b
1139,11192235,K02329.01,Kepler-1826 b,Kepler-1826 b
1140,5534941,K02332.01,Kepler-1827 b,Kepler-1827 b
1141,1872821,K02351.01,Kepler-1828 b,Kepler-1828 b
1142,12505654,K02353.01,Kepler-1829 b,Kepler-1829 b
1143,4270253,K00551.02,Kepler-183 b,Kepler-183 b
1144,4270253,K00551.01,Kepler-183 c,Kepler-183 c
1145,5716932,K02358.01,Kepler-1830 b,Kepler-1830 b
1146,11566256,K02361.01,Kepler-1831 b,Kepler-1831 b
1147,7987866,K02363.01,Kepler-1832 b,Kepler-1832 b
1148,9086251,K02367.01,Kepler-1833 b,Kepler-1833 b
1149,4665571,K02393.01,Kepler-1834 b,Kepler-1834 b
1150,4665571,K02393.02,Kepler-1834 c,Kepler-1834 c
1151,8073806,K02411.01,Kepler-1835 b,Kepler-1835 b
1152,5621586,K02415.01,Kepler-1836 b,Kepler-1836 b
1153,9210387,K02416.01,Kepler-1837 b,Kepler-1837 b
1154,5042210,K02462.01,Kepler-1838 b,Kepler-1838 b
1155,11818607,K02467.01,Kepler-1839 b,Kepler-1839 b
1156,7445445,K00567.01,Kepler-184 b,Kepler-184 b
1157,7445445,K00567.02,Kepler-184 c,Kepler-184 c
1158,7445445,K00567.03,Kepler-184 d,Kepler-184 d
1159,6149910,K02469.01,Kepler-1840 b,Kepler-1840 b
1160,5436013,K02471.01,Kepler-1841 b,Kepler-1841 b
1161,6846911,K02477.01,Kepler-1842 b,Kepler-1842 b
1162,5963582,K02479.01,Kepler-1843 b,Kepler-1843 b
1163,2718778,K02489.01,Kepler-1844 b,Kepler-1844 b
1164,3122913,K02490.01,Kepler-1845 b,Kepler-1845 b
1165,8631504,K02503.01,Kepler-1846 b,Kepler-1846 b
1166,8379705,K02507.01,Kepler-1847 b,Kepler-1847 b
1167,9177629,K02522.01,Kepler-1848 b,Kepler-1848 b
1168,5942949,K02525.01,Kepler-1849 b,Kepler-1849 b
1169,8008206,K00569.02,Kepler-185 b,Kepler-185 b
1170,8008206,K00569.01,Kepler-185 c,Kepler-185 c
1171,7879433,K02527.01,Kepler-1850 b,Kepler-1850 b
